Labelling_Compliance,Display_Compliance,Branding_Compliance,Brand_Authenticity,Info_Accuracy,Image_Availability,Pricing_Info,Descriptions,Score
0.7589438355121143,0.002100500892840307,0.8600502014300897,0.7439127195221054,0.7749363592155285,0.5655953559972112,0.33634015538884465,0.06960225810269338,60.17935275866845
0.9704851253491577,0.6729292499766939,0.8016468415350945,0.6033406896209059,0.4731223732968437,0.5915072041684799,0.9745076388160279,0.3409078649769729,78.43861780224398
0.7593025527855528,0.578746040618,0.22864052835331483,0.7660054540983249,0.5312042815990242,0.4924238012534261,0.6960494688641375,0.571511470665966,66.31843863706624
0.3842500320901294,0.4790055255964919,0.5086943502391282,0.5144218155750783,0.6180601463673413,0.27791970892988394,0.30912731111076064,0.8398801034210825,53.73690984779743
0.40871832944373254,0.436119137508724,0.5405698078481478,0.33329854792449276,0.2640318645126798,0.3433547445519294,0.20232696469762712,0.9055835710182963,47.032481630537106
0.7133604278844787,0.3633094554071753,0.2937066146357874,0.6217212985122265,0.8847173587162935,0.9314847154443696,0.012536806558180902,0.8546969484155965,65.57342869755618
0.27066977267313375,0.284143272181518,0.3692151463743135,0.7502762622590075,0.9095768612627534,0.6238547147393059,0.11953938459173552,0.47413806696898775,55.59372530097032
0.854102871991344,0.7720255005303132,0.2702639872994994,0.6314311703797825,0.5738300477807412,0.8320895595365102,0.6589411557838674,0.5623084966915747,74.63473895639893
0.9131639696118056,0.7158187356220659,0.09331338995400074,0.02153771428633222,0.5620370511327754,0.3674661568588342,0.5490755874933001,0.06044559401975513,43.56184310235561
0.7607560696646062,0.16283091474667466,0.7531320432767207,0.3291749019059642,0.5995475376529597,0.9364036594466274,0.9519476716183366,0.32499232932033373,70.12553097943317
0.5166685377580662,0.7607077729941736,0.7305306979115495,0.45503567478884743,0.7407614575009118,0.5523805878663199,0.45816720877324313,0.37236746407651355,65.66972178727457
0.16783576522150734,0.785828168637876,0.003625425493034462,0.33979277877985636,0.36007083253399985,0.27514141745037846,0.8756218346831207,0.739256270889451,49.97807577781133
0.2986922916088657,0.7386065968688063,0.2396294240336183,0.15359864784749933,0.140913906568903,0.7038930284112624,0.5935946394065328,0.4455914710526019,49.58872200453332
0.28394304503063383,0.22880153646288492,0.2697173393632496,0.6756287768404942,0.10501362952375426,0.25137576062642275,0.04081690221291068,0.46924294094624186,35.263002136323074
0.32721257661773095,0.3302114813466831,0.7916557444698262,0.015805383855658328,0.6774049470784744,0.5595317394739378,0.06891544202449995,0.5019633832604977,44.45559127296172
0.46014033379297603,0.27613222085524347,0.5074342880403877,0.4825399829968129,0.43702201422107423,0.505334458061326,0.21485540935898884,0.22668093813625512,45.98897214369498
0.5443683594576376,0.8975984079750092,0.4656865577567181,0.030914548326151814,0.6256514652659259,0.05402324792594759,0.8953435819275475,0.7424400735628005,54.7539310056303
0.21740086975972195,0.9251225926221389,0.2628851483357575,0.30607242741592144,0.7878736009217178,0.7902846240120283,0.5030275387347001,0.3294600189011555,60.61377142390547
0.7998683269389765,0.6185755652290547,0.60315164156873,0.9617913427430909,0.6551778191435359,0.21343018117123358,0.09188780950967668,0.9340049004601059,67.09165340708277
0.7266844492965354,0.139303583663965,0.8760745977668422,0.934241558650455,0.22531560787015104,0.05441154212653576,0.24750757187884886,0.21380242019744977,50.41286855425326
0.8492927133912169,0.1375290754165801,0.9932928263509083,0.4206731444685674,0.8684861137714368,0.2836446585906759,0.14943321171042234,0.47056939442854484,55.18875461480974
0.2675218045820723,0.3658679913753601,0.026905988350189647,0.12159806492552605,0.9016399931389795,0.5502803543143819,0.5672264087917339,0.23909880543216233,41.940291377206776
0.6148247111484346,0.11546953773860269,0.524649445545466,0.949021207903565,0.2032834352698012,0.529365786177333,0.856224052220131,0.45174752927695105,64.68263549980432
0.6527560731939891,0.5118326790353088,0.0435690573567461,0.9463700507760268,0.235844119189754,0.6219877815934993,0.3008148926773202,0.22438560413708464,55.32743463046233
0.38681643413428557,0.2593561614943568,0.8436637069019206,0.3677795940479821,0.23731621510740064,0.14260901227395717,0.7434884780595516,0.2819130787306462,47.01397539946899
0.41035417857281875,0.1104778922193611,0.6383106093992049,0.05313955189247932,0.48449692544471556,0.987666419949438,0.3105157262702778,0.18811352398936787,47.51825830733782
0.8101575494926372,0.1881140530715265,0.395954046904182,0.12403999137177568,0.9684557934111018,0.6548975234088976,0.7118965582477118,0.5562704854656941,58.35054640949213
0.6003692653821349,0.3239591662101018,0.30695376068349645,0.8973759296617655,0.6101891710550239,0.6296174889705598,0.9990934085425084,0.35699554714463655,70.6169816848124
0.8983403385846943,0.6655391432760631,0.06134432300631054,0.0826006013576196,0.290762477938203,0.11765498857263645,0.34110093826765886,0.045284745283236116,32.461727403594054
0.490032225049018,0.31195917200078416,0.8965455494026727,0.4252181271132134,0.8117234558853111,0.03559430523271734,0.06970274038822855,0.996172196800784,51.405754006073046
0.8283181322162818,0.5239487546148249,0.9106839255826196,0.27970332756374894,0.7814815335490838,0.9849473268032108,0.16492483850554762,0.266681415354432,67.99986814020947
0.8588894711682389,0.3337684173003055,0.9509448104031459,0.2253860796075613,0.399238847967476,0.1984635544185981,0.08207816190011219,0.1990279745449135,43.608652190006154
0.788445143641093,0.08833486468591223,0.9197092755656782,0.09116197368504053,0.3654805224611162,0.25739331345696137,0.618270766784858,0.23314115293042492,45.28547329657874
0.887655437207203,0.08828575481211265,0.03180339498236395,0.001041268406025253,0.6001163889944028,0.27709233244247566,0.9462970626609783,0.2110056297398042,38.60271468185205
0.6988607889524882,0.25229287508524323,0.8761434995768898,0.16766191769354954,0.8136466070244321,0.254056716257395,0.22023254047116358,0.6920132905710924,50.73987693322324
0.4543903076107496,0.21825894513212662,0.04220004399144828,0.6051188943104496,0.6747982899218711,0.708064145046113,0.03529151903685368,0.7256155476177101,49.23118244276474
0.3059151647888555,0.06268918940131918,0.9806292250218124,0.3293731006262075,0.0902467050301855,0.7264029019949638,0.3533372878927177,0.15227713804970122,47.55152235796794
0.8200844049259268,0.7777770704364103,0.7588485609998409,0.7031923175152225,0.055738070564556375,0.9748244774769972,0.3865391981447084,0.5140523095970634,76.24302668536406
0.13966465542401996,0.4961321314455126,0.8946427884940492,0.4547836491398508,0.7837591925958689,0.08604581550486912,0.11856378016697311,0.04420940973902454,43.186216100246284
0.4012964984806886,0.27425062088316965,0.751642827216142,0.7172598366201107,0.3003900708073355,0.7886496016778013,0.5912848922644927,0.49980007725746256,66.34346016286497
0.23121231494033567,0.8098333048674894,0.9061552317532247,0.19199141985442447,0.10247720856178577,0.430404009468488,0.020093550406546035,0.4710658789668055,46.57523049483446
0.5904577635433566,0.3376761198544125,0.7408657015286068,0.22678268134127544,0.24054595623502584,0.3074499077900952,0.9597964105660389,0.4138967430207964,53.73719050023252
0.8862680579351458,0.19561039162894633,0.9050769491462896,0.9441154001281035,0.7943364124207012,0.9285503383144637,0.8952214019168141,0.9335455066488914,93.41623013338497
0.3277415904125234,0.3419699532877356,0.02784998733220334,0.9115270250821804,0.9948124987621443,0.38988160073023925,0.2948538848266782,0.11739287391045494,50.39706028337747
0.8046096520196478,0.6727698454726747,0.680111829304676,0.5725248852403532,0.9181239605074907,0.14719829725769795,0.07540789154292138,0.09278920220998443,54.00737164824184
0.7974528394679815,0.2831144435519859,0.8463351990627814,0.9789210070183947,0.08805908543688179,0.26308008831795837,0.33146087225175047,0.4926201868101332,60.54087722875291
0.6656936477741948,0.2656556602845208,0.8874834768942007,0.8659803414529417,0.6617578413264622,0.9048174344064163,0.5360584299976487,0.8300521138823117,82.23674727078765
0.24411249672277346,0.881141173495491,0.04180538641387077,0.8762614678395729,0.3529444465226492,0.8603499117991138,0.13801532961213825,0.2740511156165988,59.320431805402286
0.8193562457545637,0.5391299292549835,0.4782711941015647,0.5271668652417938,0.4754019560775814,0.6512243122300982,0.017709785733321604,0.3666055485110217,55.70149441471923
0.46760119044811566,0.7437651349932992,0.5828304606223498,0.11654549760863497,0.4925083057574364,0.9503803347924079,0.19549432923783872,0.5572901461985346,59.31509419128499
0.7391087269840894,0.8978085074853359,0.22233237386421167,0.6279946670452818,0.383077645379008,0.2529129126739643,0.46040282489148754,0.27446127105531126,55.32144917736745
0.4606464683225363,0.27396109208909103,0.4316722652299496,0.9636444396224736,0.28662824589665814,0.6586288049968448,0.5975610010611209,0.9698338111144289,69.1133472021184
0.8640857495729742,0.5334355201833139,0.8370181357941029,0.4402720731902334,0.6314974818864937,0.9498576587867826,0.42415360822222203,0.4765344865082163,74.38000116765043
0.7021642920041132,0.1331934419386872,0.9788176306444385,0.528177442504644,0.36303131858094495,0.24532588906180242,0.22544690839148296,0.9929424849598791,56.12884431887358
0.16797507343295692,0.9618551907744723,0.6687691997324811,0.10351079433945365,0.3341075161765812,0.14726228350447512,0.9813517684962616,0.08696912760245656,50.14209391300358
0.17924647312516861,0.8124559275737842,0.918201421132698,0.33096637528167694,0.20340995788453708,0.9735793371305298,0.67926647093073,0.6474616523928282,72.48414528555264
0.8499050285500909,0.651408998286002,0.1455453626890275,0.14179651022122253,0.9628134084398605,0.9784909975408637,0.928533402114991,0.8844518288615705,75.19213139381291
0.3651122468419854,0.2022574505771092,0.4514123775335215,0.9055778471511701,0.4303678378527587,0.23253438203611443,0.9939325464303318,0.8821072091318971,64.24089397351884
0.38103513941087674,0.9708228029082584,0.08764892380455869,0.9953161919078285,0.4164509804023717,0.4397540396862847,0.4196886318426102,0.3649628657637407,62.48698375385268
0.04120749026614079,0.03553603828633134,0.18289419417475994,0.893906313094851,0.433561204381847,0.6104230700967248,0.8331719421451418,0.5044278206857602,55.62304222317615
0.6341630769147428,0.42323422628588137,0.5380256954392815,0.6970787848973985,0.6206952610616253,0.692015513987713,0.24090675022344932,0.8179391040286079,66.50063270389731
0.8041783424451304,0.9444142426814162,0.6783932304622841,0.5412861970868947,0.17198425146854635,0.7222237617594981,0.07548936435370213,0.20779280592043525,62.57147901568
0.8973128976410044,0.3192097458549269,0.27146251186434067,0.37191883215271204,0.09751378617484696,0.47132015699154195,0.10716923170878201,0.3877034472627058,41.19623729695567
0.19476348252875664,0.7769142970787677,0.6404080883047568,0.2932866656556594,0.8190617468774339,0.06458336274128995,0.5669122023942194,0.263376312454336,49.74191554174723
0.8573423604038247,0.9750916000098694,0.8798250034439924,0.7545060399202241,0.8263267572758102,0.9835964600447984,0.49043412177733237,0.5058046345440389,91.7375066120414
0.17672956273072515,0.7019345905358452,0.7535416374458571,0.03466574859325855,0.1875040547330149,0.6324713018500787,0.16349181840555382,0.09579807206153035,42.260170665885774
0.37352109865034655,0.3025290730659017,0.5703652735244995,0.8807050526394171,0.7328533462577185,0.8410236871622708,0.4292242896941414,0.3008248091491632,67.97544516532824
0.38227876105705216,0.9686639047004758,0.7062395556542507,0.3795908458386269,0.2525073345182196,0.25594586392516305,0.5786693039996336,0.7997461158001822,60.880967913761495
0.570645022015523,0.3957131929786455,0.3309677267908161,0.29966753369942234,0.3521278420549254,0.515095007772938,0.15192502789508233,0.4290966081365081,43.02079356442368
0.5111367165411828,0.9513090633355276,0.6163575829009478,0.7705574741661891,0.9736209921398273,0.8928258700849152,0.16624430931571166,0.6775965470803984,80.81870615461781
0.5290773087427948,0.1294060376887719,0.692341206504478,0.4615883472629946,0.7391507163428955,0.10020451641064143,0.6348889962383536,0.7092343417937721,52.8881358837445
0.5232026990109716,0.9370641705527203,0.04533114322328202,0.918071526530814,0.9061583133699301,0.16225783716413056,0.045590690481139395,0.8730237866553533,60.05770128162966
0.9318775575930066,0.7571080307681086,0.03663894959680214,0.5287113279667562,0.23379522163576683,0.23648430173641222,0.7925849642804497,0.3505244741721677,54.29548919556256
0.2465759340069429,0.04611928160405354,0.3443890058945188,0.8853516207885094,0.5270254536213593,0.0112282212394752,0.25789439090983923,0.3177040019751324,38.62175733512122
0.20830305100300806,0.6628721448433833,0.8103656962079075,0.5174961875908906,0.19172397593022583,0.08961658401859895,0.20581638542644043,0.16824892343446807,43.072724094915
0.8160303900904469,0.22657122914667616,0.4253738324882488,0.9632753429686419,0.8789402159620836,0.6678947761960786,0.010879614720925357,0.4709288246025699,64.18032257276471
0.3038669947153547,0.5194506355698844,0.862093006641847,0.2574148450642436,0.04771821308893087,0.9736157018629856,0.23356663767419417,0.4326776981291893,56.66324676932339
0.6753923909128707,0.510675296501964,0.29320362584870374,0.27234139995879203,0.8357798972666747,0.7255564160718456,0.0031338251986795518,0.2629108465916953,49.80122366105506
0.9236580482441975,0.10754192763516712,0.30461470896878007,0.9930365381809627,0.7176430378282413,0.8529216508416602,0.27694178381049006,0.45562901817531865,68.15922139136654
0.06996941969626091,0.8150634251790736,0.8825519257089836,0.8415902997855221,0.9221968965843574,0.01198508024544842,0.3733819830368156,0.26753016965461995,60.752972343522345
0.7817694426024975,0.9624530170823145,0.3791235132960482,0.15948403291891267,0.8196201578123152,0.7584656350050173,0.9298457626037006,0.7036595498886219,75.43771416796915
0.03510298901951303,0.5888823929995796,0.5071836857242087,0.7372697834960188,0.17653598915934632,0.7796192807461572,0.3522717736079767,0.11569374889256867,55.31359382554351
0.5090796626394611,0.40425205066472514,0.7956068721554997,0.41831510689322937,0.58772800074664,0.10525620907394351,0.03672128154318577,0.9601328755548765,49.62913969475123
0.4387916734246067,0.6558769923812608,0.3360210785590967,0.12153003643249449,0.7455189113176747,0.42831195618564377,0.9945348337593571,0.2490239578302157,55.142031767777674
